title,revenue,budget,roi,main_genre,release_year,runtime,vote_average
The Amateur,6892098,8338578,-0.17346842591146835,Action,1981,112,5.917
End of the Line,25000,3000000,-0.9916666666666667,Action,1987,103,5.5
Lucky Lady,24441725,13000000,0.8801326923076923,Crime,1975,118,5.182
A Family Affair,502000,178000,1.8202247191011236,Comedy,1937,69,6.0
Camp,325000,200000,0.625,Drama,2013,111,7.2
Brahmotsavam,10000000,11000000,-0.09090909090909091,Family,2016,156,4.5
Crook,1800000,2500000,-0.28,Action,2010,121,5.4
The Champions: Faster. Higher. Stronger,2500000,1500000,0.6666666666666666,Drama,2016,100,6.636
Armed Response,1300000,1500000,-0.13333333333333333,Action,1986,86,5.1
The Belle of New York,1982000,2563000,-0.22668747561451424,Music,1952,82,5.5
The Stewardesses,27000000,100000,269.0,Comedy,1969,69,3.8
The Corrs: Live at the Royal Albert Hall,1000000,100000,9.0,Music,1998,95,8.091
Bachelor Party,2000000,1950000,0.02564102564102564,Action,2012,120,5.7
A Little Night Music,286000,200000,0.43,Comedy,2002,95,7.2
Ugramm,4231162,564155,6.499999113718747,Action,2014,133,6.9
Savages Crossing,30000,200000,-0.85,Thriller,2011,82,2.955
Hawaa Hawaai,1505000,1460000,0.030821917808219176,Drama,2014,120,7.5
Monopoly,724379,1917,376.8711528429838,Comedy,1996,106,5.4
The Candidate,540000,250000,1.16,Comedy,2013,0,6.591
Our Modern Maidens,857000,283000,2.0282685512367493,Drama,1929,76,6.3
Bangistan,830000,3600000,-0.7694444444444445,Comedy,2015,135,5.9
Tender May,1630907,4500000,-0.6375762222222222,Drama,2009,0,5.0
Kismet,1827000,3015000,-0.3940298507462687,Adventure,1944,103,4.8
Bañeros 4: Los rompeolas,5176467,200000,24.882335,Comedy,2014,84,3.0
Monster from the Ocean Floor,117000,12000,8.75,Science Fiction,1954,64,3.364
Danger Signal,1110000,471000,1.356687898089172,Crime,1945,78,5.15
Wings Of The Night,1988431,2000000,-0.0057845,Drama,2009,98,4.0
Trois,1160268,200000,4.80134,Drama,2000,93,3.864
Sankofa,2691899,1000000,1.691899,Drama,1993,124,6.0
Attagasam,500000,500000,0.0,Action,2004,157,5.5
Aegan,500000,500000,0.0,Action,2008,135,4.0
Amarkalam,500000,500000,0.0,Action,1999,157,6.5
Yes & Yes,25574,600000,-0.9573766666666667,Drama,2014,115,4.1
Disappearances,312642,1500000,-0.791572,Action,2007,118,4.682
Pickled Pink,2436635,2436635,0.0,Animation,1965,6,6.727
Mallu Singh,1530000,1300000,0.17692307692307693,Action,2012,120,5.0
Trouble Is My Business,679000,250000,1.716,Adventure,2018,116,5.7
Sound and Fury,10000,10000,0.0,Drama,2016,100,6.3
Beachhead,1400000,450000,2.111111111111111,War,1954,90,5.5
How I Killed My Father,1802142,29000000,-0.9378571724137931,Drama,2001,98,5.7
The Adventures of Marco Polo,1700000,2000000,-0.15,Romance,1938,104,5.9
The Black Room,2160000,250000,7.64,Horror,1982,88,3.9
Behind the Burly Q,23859,250000,-0.904564,Documentary,2010,97,5.2
Kevin Bridges: The Story Continues...,2500000,500000,4.0,Comedy,2012,72,6.9
Illegally Yours,259019,13000000,-0.9800754615384616,Comedy,1988,102,4.182
Modern Love,2159162,5269000,-0.5902140823685709,Comedy,2008,100,4.409
7 Sea Pirates,582094,1250000,-0.5343248,Animation,2012,80,6.3
Husbands in Goa,1550000,500000,2.1,Comedy,2012,150,4.3
Orleans,302000,2500000,-0.8792,Drama,2015,106,6.045
IMAX Dolphins and Whales: Tribes of the Ocean,7518876,6000000,0.253146,Documentary,2008,42,6.455
The Lucky Man,25015,1000000,-0.974985,Action,2018,98,5.364
Lottery,10000,10000,0.0,Drama,2018,114,4.318
After Office Hours,1281000,366000,2.5,Crime,1935,72,6.4
The Beautiful Blonde from Bashful Bend,2889000,2192000,0.31797445255474455,Action,1949,77,5.182
Blood Done Sign My Name,82739,10000000,-0.9917261,Drama,2010,0,6.091
1814,2490500,3500000,-0.2884285714285714,Adventure,2007,95,7.227
The Pharmacist,1372469,7750000,-0.8229072258064516,Crime,2003,84,5.8
Punjab 1984,3710000,840700,3.4129891756869277,Drama,2014,159,8.1
Phoonk,2760000,750000,2.68,Drama,2008,179,2.8
Hollywood & Wine,8000000,5000000,0.6,Comedy,2011,95,3.667
Ascendant,318989,20000000,-0.98405055,Mystery,2021,101,4.409
Any Number Can Play,3205000,1363000,1.351430667644901,Drama,1949,112,7.0
Malarvaadi Arts Club,1000000,340000,1.9411764705882353,Drama,2010,132,6.3
One Night of Love,2500000,733150,2.409943394939644,Music,1934,84,5.636
Maalik,520000,280000,0.8571428571428571,Action,2016,155,6.9
Captain,577500,2340000,-0.7532051282051282,Drama,2018,144,7.2
The Women of Brewster Place,100000,1200000,-0.9166666666666666,Drama,1989,178,7.3
Yolanda and the Thief,1791000,2443322,-0.2669815930933377,Fantasy,1945,108,5.7
Preacherman,5000000,65000,75.92307692307692,Drama,1971,87,5.1
Inchon,5200000,46000000,-0.8869565217391304,History,1982,140,4.0
Legend of Kung Fu Rabbit,3699225,19000000,-0.805303947368421,Action,2011,89,3.5
Til Sbornia Do Us Part,43559,981065,-0.9556002915199299,Animation,2013,93,5.8
Spirit of the Game,222565,3200000,-0.9304484375,Drama,2016,97,5.5
"Ryaba, My Chicken",4635143,2700000,0.7167196296296297,Comedy,1994,117,4.6
Forever Fever,570000,1070000,-0.4672897196261682,Comedy,1998,95,5.2
Lights of New York,1200000,75000,15.0,Crime,1928,57,5.1
The Gorgeous Hussy,2019000,1119000,0.8042895442359249,Drama,1936,103,4.9
Shadow of a Woman,732000,427000,0.7142857142857143,Drama,1946,78,4.2
Puthan Panam,1400000,930000,0.5053763440860215,Action,2017,147,5.3
Gautamiputra Satakarni,12000000,6000000,1.0,History,2017,135,5.1
Aagathan,1200000,822000,0.45985401459854014,Mystery,2010,120,5.0
The Watchers: Beginning,417929,1500000,-0.7213806666666667,Crime,2015,90,4.5
VeggieTales: The Ballad of Little Joe,352571,352571,0.0,Family,2003,35,4.7
On the Hook!,1957000,3000000,-0.3476666666666667,Comedy,2011,90,5.5
Beau Geste,1500000,900000,0.6666666666666666,Action,1926,102,5.9
The Devil Makes Three,1485000,1005000,0.47761194029850745,Crime,1952,96,6.1
A Place Called Chiapas,229000,891000,-0.7429854096520763,Documentary,1998,93,7.0
The Haunted House Project,83322,300000,-0.72226,Horror,2010,84,4.5
Man About Dog,2600000,2400000,0.08333333333333333,Comedy,2004,85,6.0
Sevenes,2000000,1000000,1.0,Action,2011,150,5.2
Moonshine County Express,1000000,700000,0.42857142857142855,Action,1977,96,5.1
The Lady of Heaven,74441,15000000,-0.9950372666666667,Action,2021,141,7.85
Ask Any Girl,3745000,1140000,2.2850877192982457,Comedy,1959,98,6.1
Bamse and the Thief City,4201541,3377382,0.24402303322514302,Animation,2014,66,5.8
Cake,850000,350000,1.4285714285714286,Drama,2018,125,6.8
SEED: The Untold Story,209752,650000,-0.6773046153846154,Documentary,2016,94,6.3
"Pink Ribbons, Inc.",25000,900000,-0.9722222222222222,Documentary,2011,97,6.5
This Could Be the Night,1520000,1560000,-0.02564102564102564,Comedy,1957,103,5.5
Beau Brummel,495000,343000,0.44314868804664725,Drama,1924,127,6.8
Creature 3D,42000000,33000000,0.2727272727272727,Science Fiction,2014,134,3.7
Thillalangadi,10000000,3300000,2.0303030303030303,Comedy,2010,180,5.3
Ek Niranjan,6900000,3800000,0.8157894736842105,Romance,2009,150,5.0
Trader Horn,4200000,1300000,2.230769230769231,Action,1931,122,5.5
Across to Singapore,596000,290000,1.0551724137931036,Adventure,1928,85,6.8
Na Maloom Afraad,1400000,640000,1.1875,Thriller,2014,137,6.5
8 Seconds,1759935,5556000,-0.683237041036717,Drama,2015,0,6.9
Time of Her Life,75000,100000,-0.25,Horror,2006,96,6.1
Dil Aashna Hai,11000000,1100000,9.0,Romance,1992,164,6.9
Babu Bangaram,6900000,4200000,0.6428571428571429,Action,2016,150,5.3
Push,590000,1100000,-0.4636363636363636,Drama,2006,105,3.889
October Moon,40000,13000,2.076923076923077,Drama,2005,112,5.2
The Adventures of Mark Twain,2350000,1623000,0.447935921133703,Adventure,1944,130,6.6
ZZ Top - Live from Texas,1000000,100000,9.0,Music,2008,85,6.7
V8 - Start Your Engines,1614831,6314256,-0.7442563304370301,Adventure,2013,106,6.389
Simhadri,5700000,1800000,2.1666666666666665,Action,2003,171,5.7
Aaha Kalyanam,6500000,1500000,3.3333333333333335,Romance,2014,142,4.9
Haunted,45000,15000,2.0,Horror,2013,93,4.9
Moor,13000,350000,-0.9628571428571429,Drama,2015,134,7.2
Dire Straits: On The Night,10000000,1000000,9.0,Music,1993,94,7.1
Long Long Time Ago,4292000,1180000,2.6372881355932205,Comedy,2016,107,7.0
Ring Master,3700000,1400000,1.6428571428571428,Comedy,2014,150,2.9
Zombie Reddy,1412957,547127,1.5825027827177236,Horror,2021,125,6.0
Badland,25309,10000000,-0.9974691,Drama,2007,165,6.333
A Yank at Oxford,2736000,1374000,0.9912663755458515,Drama,1938,102,6.8
Me contro Te: Il film - Missione giungla,5280000,4535077,0.16425807103164952,Family,2023,73,8.222
The Penguins of Madagascar: Operation Antarctica,1000000,30000,32.333333333333336,Comedy,2012,93,6.3
Shool,2300000,310000,6.419354838709677,Action,1999,142,6.889
Haseena Parkar,1240000,2400000,-0.48333333333333334,Crime,2017,124,5.3
Journey From the Fall,639000,1300000,-0.5084615384615384,Drama,2006,135,6.1
Hate Story IV,3200000,2900000,0.10344827586206896,Thriller,2018,131,6.9
Saint Petersburg,10000,10000,0.0,Adventure,2010,120,5.1
The Mistress,5876918,22361,261.8199991055856,Romance,2012,125,5.5
Andy Hardy's Double Life,2647000,369000,6.173441734417344,Comedy,1942,92,4.611
Mako,458000,25000000,-0.98168,Drama,2021,91,5.556
Firecrosser,174000,2000000,-0.913,Adventure,2012,0,6.222
Love Laughs at Andy Hardy,2359000,1001000,1.3566433566433567,Comedy,1946,93,5.2
Class Reunion,2092000,130000,15.092307692307692,Comedy,2016,90,6.0
Emma,1972000,350000,4.634285714285714,Drama,1932,72,6.4
Three Little Words,4526000,1470000,2.0789115646258503,Comedy,1950,102,6.0
Table for Five,2439705,8000000,-0.695036875,Drama,1983,121,5.833
Peter Gabriel - Live In Athens 1987,1000000,100000,9.0,Music,2013,145,7.9
Damaged Lives,1800000,10000,179.0,Drama,1933,61,3.9
Honsla Rakh,7100000,1065465,5.663757138901794,Comedy,2021,145,6.1
"First Love, Last Rites",40542,300000,-0.86486,Drama,1998,94,4.0
Bengal Tiger,5600000,2800000,1.0,Romance,2015,151,4.111
Ramante Edanthottam,1100000,550000,1.0,Drama,2017,122,5.4
Department,4800000,3200000,0.5,Action,2012,141,6.3
Gaby: A True Story,125400,5000000,-0.97492,Drama,1987,110,5.9
Shabd,3100000,2500000,0.24,Romance,2005,140,5.0
Vanakkam Chennai,11000000,1500000,6.333333333333333,Romance,2013,151,6.2
The Last Train,481199,2500000,-0.8075204,Drama,2002,94,6.1
Mat Kilau,5283447,1814059,1.9125000895781228,Action,2022,118,7.7
Happy Family,966214,800000,0.2077675,Comedy,2006,83,5.667
Beshoot,162640,1100000,-0.8521454545454545,War,2019,120,7.8
Mummy & Me,750000,225000,2.3333333333333335,Drama,2010,126,5.1
The Savage Eye,16366,65000,-0.7482153846153846,Drama,1960,68,6.222
Jawani Phir Nahi Ani,77000000,20000000,2.85,Romance,2015,158,7.2
Deadlands 2: Trapped,2950,5800,-0.49137931034482757,Horror,2008,85,6.889
Badshahi Angti,590000,300000,0.9666666666666667,Thriller,2014,109,7.1
The Giant King,1424291,2723311,-0.4770002397816481,Animation,2012,96,6.5
1971: Beyond Borders,1100000,2400000,-0.5416666666666666,Drama,2017,138,6.0
All the Young Men,2000000,1000000,1.0,Action,1960,83,6.2
The Ghost of Slumber Mountain,3000,3000,0.0,Fantasy,1918,16,6.0
As You Desire Me,1362000,460733,1.9561589901309435,Drama,1932,70,5.8
Fukri,1300000,870000,0.4942528735632184,Comedy,2017,156,4.6
Pizza 2: Villa,2800000,970000,1.8865979381443299,Horror,2013,102,5.7
FBI: Frikis buscan incordiar,928391,200000,3.641955,Comedy,2004,85,3.4
Logan,10474,135000,-0.9224148148148148,Comedy,2010,94,6.4
Leef!,667160,2705388,-0.7533958160530024,Drama,2005,106,6.5
"Veritas, Prince of Truth",160487,5000000,-0.9679026,Adventure,2007,93,4.9
"The Tulse Luper Suitcases, Part 2: Vaux to the Sea",24250,10000000,-0.997575,War,2004,108,5.25
Tri mushketera,157937,12000000,-0.9868385833333333,Adventure,2013,112,4.0
Hard Contract,1750000,4000000,-0.5625,Crime,1969,106,4.9
Venky Mama,10000000,3500000,1.8571428571428572,Family,2019,149,4.1
Native Son,1301121,2000000,-0.3494395,Drama,1986,111,5.4
Deadlands: The Rising,2025,10847,-0.8133124366184198,Action,2006,64,2.625
The Amazing Truth About Queen Raquela,5255,400000,-0.9868625,Documentary,2008,80,4.0
O Magnata,640956,2850000,-0.7751031578947368,Action,2007,93,5.6
Sound Thoma,3166666,833333,2.800000720000288,Comedy,2013,160,4.7
Mickey,293793,6000000,-0.9510345,Drama,2004,90,5.2
Horoscope for Good Luck,964206,2800000,-0.6556407142857142,Comedy,2015,95,5.6
How the Grinch Stole Christmas! Documentary,100000,30000,2.3333333333333335,Animation,1994,19,6.5
Indi,145000,1200000,-0.8791666666666667,Romance,2007,92,5.5
Angels,400000,300000,0.3333333333333333,Mystery,2014,109,5.6
"Yes, Giorgio",2279543,19000000,-0.8800240526315789,Music,1982,110,3.2
Cold Harvest,110765,3600000,-0.9692319444444445,Action,1999,89,5.5
Deportees 3,100000,10000,9.0,Comedy,2011,113,5.4
People Get Eaten,2651302,2500000,0.0605208,Comedy,2015,104,6.0
Deportees 2,100000,10000,9.0,Comedy,2009,114,5.9
I'm Not Angry!,100000,10000,9.0,Drama,2014,110,7.8
New Perfect Two,5750000,8456800,-0.32007378677513953,Drama,2012,100,4.1
Sarkari. Hi. Pra. Shale Kasaragodu,4936739,282099,16.500023041556332,Drama,2018,147,7.9
The Battles of the Coronel and Falkland Islands,6241682,1603469,2.8926115815148283,Drama,1927,106,6.3
Gazgolder: The Movie,1782801,2800000,-0.36328535714285715,Crime,2014,119,2.6
Central Airport,747000,421000,0.7743467933491687,Drama,1933,72,6.4
Amazon Obhijaan,7082000,3082000,1.2978585334198571,Adventure,2017,140,5.5
Confiscation,10000,10000,0.0,Comedy,2018,108,6.375
Dhamaka,14000000,5000000,1.8,Action,2022,138,4.6
Lookin' to Get Out,946461,17000000,-0.9443258235294117,Comedy,1982,105,5.0
Jungle,10000000,2300000,3.347826086956522,Romance,2000,162,6.0
Lucky Miles,568864,2600000,-0.7812061538461539,Drama,2007,105,5.6
Love Likes Coincidences 2,1033730,2100000,-0.507747619047619,Romance,2020,120,6.8
Supercapitalist,15919,500000,-0.968162,Thriller,2012,103,4.0
Block Z,709452,646955,0.09660177292083684,Action,2020,101,8.0
Manje Bistre,7800000,1092000,6.142857142857143,Comedy,2017,137,6.1
The Wild North,4007000,1282000,2.125585023400936,Adventure,1952,97,6.875
"52Hz, I Love You",1500000,2650000,-0.4339622641509434,Comedy,2017,109,4.8
Blockage,10000,10000,0.0,Drama,2017,81,6.8
Dream Theater: Score - 20th Anniversary World Tour,10000000,1000000,9.0,Music,2006,157,7.9
The Return of Musketeers or the Treasure of Cardinal Mazarini,2540000,7000000,-0.6371428571428571,Adventure,2009,110,4.188
Googly,2830000,670000,3.2238805970149254,Comedy,2013,144,7.2
Sasha Was Here,131500,226885,-0.420411221543954,Drama,2019,95,6.0
5 in the Afternoon,50000,15000,2.3333333333333335,Drama,2017,90,4.875
Kölcsönlakás,757123,1645266,-0.5398172696694638,Romance,2019,95,6.1
Aalwar,500000,500000,0.0,Action,2007,157,3.6
Belle of the Nineties,1300000,800000,0.625,Drama,1934,73,5.813
Sherina's Adventure,1200000,250000,3.8,Adventure,2000,111,7.6
Varudu,4100000,4600000,-0.10869565217391304,Action,2010,147,3.7
Ishkq in Paris,355000,2000000,-0.8225,Comedy,2013,95,5.6
Absolution,148205,2000000,-0.9258975,Thriller,2015,93,5.6
Saithan,6900000,1500000,3.6,Thriller,2016,124,5.9
Wrong No.,1570000,390000,3.0256410256410255,Comedy,2015,133,5.9
Hawa Bodol,310000,160000,0.9375,Comedy,2013,150,6.9
Uppi 2,6200000,730000,7.493150684931507,Thriller,2015,136,7.1
Startup,168604,2000000,-0.915698,Drama,2014,92,4.786
Evidence of a Haunting,54474,25000,1.17896,Horror,2010,81,3.6
Pink Panzer,15788,15788,0.0,Animation,1965,6,7.429
"Nachas vemos, vecinas no sabemos",200000,100000,1.0,Comedy,1993,86,3.1
Tomorrow Will Be Better,15031,743416,-0.9797811723180561,Drama,2011,118,7.571
Ah Boys To Men 2,5600000,2120000,1.6415094339622642,Comedy,2013,113,7.1
Dangerous People,355974,5200000,-0.9315434615384616,Comedy,2002,108,3.3
Eric Clapton's Crossroads Guitar Festival 2010,1000000,100000,9.0,Music,2010,279,8.4
07th Changes Course,95000,1300000,-0.926923076923077,Action,2007,92,4.5
Moshi Monsters: The Movie,2900000,1849089,0.5683398689841321,Adventure,2013,81,6.643
The Customer Is Always Right,80000,10000,7.0,Thriller,2006,104,6.1
Johan,194325,3000000,-0.935225,Drama,2005,90,5.1
The Happy Road,950000,575000,0.6521739130434783,Comedy,1957,100,5.6
Zenitram,20600,4168500,-0.9950581744032626,Comedy,2010,103,5.357
Romeo & Juliet: Sealed with a Kiss,462107,2000000,-0.7689465,Romance,2006,76,6.4
Foreign Prayer,24207,1185468,-0.9795802164208566,History,2017,92,8.3
Vyšehrad: Fylm,4697273,1186380,2.9593325915811124,Comedy,2022,0,7.429
The Guardian,1694828,1000000,0.694828,Thriller,2021,127,6.4
L'Anniversaire,1144090,7638914,-0.8502287105208934,Comedy,2005,100,4.3
1895 in Formosa,1000000,2000000,-0.5,History,2008,110,3.6
Bwakaw,34659,11178,2.100644122383253,Comedy,2012,104,6.6
Teen Patti,3900000,1000000,2.9,Drama,2010,142,4.1
Pattiyal,3700000,1000000,2.7,Crime,2006,140,7.429
Andy Hardy Meets Debutante,2623000,436000,5.01605504587156,Comedy,1940,88,5.0
Revelation,206626,1500000,-0.8622493333333333,Action,1999,98,2.4
Shatamanam Bhavati,8100000,1200000,5.75,Drama,2017,135,5.9
Edison And Leo,1000000,10000000,-0.9,Animation,2008,79,6.9
Honey Bee 2: Celebrations,640000,690000,-0.07246376811594203,Adventure,2017,128,4.4
The Burning Cold,100772,1200000,-0.9160233333333333,Drama,2023,117,7.7
The Adventures of Lucky Pierre,212200,45000,3.7155555555555555,Comedy,1962,70,3.4
Promise of Pisa,297388,220000,0.3517636363636364,Drama,2019,105,5.6
Kadhal Kottai,500000,500000,0.0,Romance,1996,167,7.4
Aasai,500000,500000,0.0,Action,1995,157,6.1
Red,500000,500000,0.0,Action,2002,157,5.1
Strange Interlude,1237000,654000,0.8914373088685015,Drama,1932,109,6.4
Kalavani,1100000,330000,2.3333333333333335,Romance,2010,144,6.2
Mercy Streets,173599,600000,-0.7106683333333333,Action,2000,106,5.1
Kicked in the Head,102739,4000000,-0.97431525,Comedy,1997,89,3.9
Ghost Game,71896,20000,2.5948,Horror,2006,100,5.3
Parrish,4200000,1500000,1.8,Drama,1961,138,5.4
Zindagi Jhand Hai,1001034,56000,16.87560714285714,Romance,2020,67,6.357
Myths,902684,665000,0.35741954887218047,Comedy,2017,89,3.4
Achayans,1800000,620000,1.903225806451613,Thriller,2017,140,5.6
Punjab Nahi Jaungi,1000000,490000,1.0408163265306123,Comedy,2017,159,7.8
Oru Cinemakkaran,940000,620000,0.5161290322580645,Drama,2017,125,5.4
The Hymns of Muscovy,70000,10000,6.0,Documentary,2018,14,6.7
The Angrez,300000,50000,5.0,Comedy,2006,110,7.2
There Goes My Baby,123509,10500000,-0.9882372380952381,Drama,1994,99,6.9
7 Months Pregnant,80000,80000,0.0,Drama,2016,90,8.0
Bopha!,212483,12000000,-0.9822930833333333,Drama,1993,120,5.1
Just Super,2013434,3800000,-0.47014894736842106,Animation,2022,76,5.9
Dennis the Menace,117270765,35000000,2.3505932857142855,Family,1987,118,5.5
The House in the Wind of the Dead,38447,100000,-0.61553,Horror,2012,90,3.7
Church Ball,464991,1000000,-0.535009,Comedy,2006,91,3.5
PickUp: With no Rules,2238101,2000000,0.1190505,Comedy,2009,81,4.8
FOMO: Fear of Missing Out,78254,208000,-0.6237788461538462,Drama,2019,0,7.0
Housos vs. Authority,1386692,200000,5.93346,Comedy,2012,103,5.2
One Man Show,3140000,418500,6.502986857825568,Drama,2001,139,5.917
Cass Timberlane,5186000,2733000,0.8975484815221368,Drama,1947,119,5.8
Sunset at Chaophraya,1646962,2000000,-0.176519,Drama,2013,125,6.333
Burke & Wills,1600000,9000000,-0.8222222222222222,History,1985,140,5.2
Wabash Avenue,2039000,2115000,-0.03593380614657211,Music,1950,92,4.7
Bezerra de Menezes: O Diário de um Espírito,1948414,2500000,-0.2206344,Drama,2008,75,4.6
A Polish Vampire in Burbank,500000,3000,165.66666666666666,Horror,1983,84,5.7
Fremont,281126,3000000,-0.9062913333333333,Comedy,2023,92,6.3
My Lai Four: Soldati senza onore,13376,2000000,-0.993312,War,2010,100,3.917
Guadalupe,1499149,1490641,0.005707611691882888,Drama,2006,90,5.0
Bodyguard,9000000,8000000,0.125,Action,2012,150,5.0
Tina Turner: Live In Amsterdam - Wildest Dreams Tour,10000000,1000000,9.0,Music,1996,120,7.4
Coffee for All,78000,125000,-0.376,Documentary,2017,69,5.2
Ayurveda: Art of Being,2074000,300000,5.913333333333333,Documentary,2001,101,5.2
Be Astonished,1700,1525,0.11475409836065574,Documentary,2014,62,8.3
Aithe,1500000,179400,7.361204013377926,Adventure,2003,140,5.8
Zid,1268395,1556288,-0.18498696899288564,Thriller,2014,128,4.5
Crimean Bridge. Made With Love!,1066431,2495650,-0.5726840702822912,Comedy,2018,102,2.583
The Last Petal,50000,25000,1.0,Animation,1977,27,8.2
